Timestamp,Open,High,Low,Close,Volume
1733428800,0.46867,0.46881,0.45801,0.45801,81832.26114371
1733430600,0.45754,0.46775,0.45750,0.46356,173822.82807950
1733432400,0.46187,0.46495,0.45846,0.45921,9865.85707817
1733434200,0.45886,0.46328,0.45585,0.46328,17874.79888628
1733436000,0.46353,0.46581,0.43939,0.43939,11260.53930748
1733437800,0.45000,0.45489,0.43484,0.45267,10828.66317283
1733439600,0.44799,0.45285,0.44799,0.45285,7000.00000000
1733441400,0.45285,0.45285,0.45285,0.45285,0.00000000
1733443200,0.46000,0.46000,0.45017,0.45017,1017.31765910
1733445000,0.45017,0.45432,0.45000,0.45323,892.58460548
1733446800,0.45323,0.45323,0.45323,0.45323,0.00000000
1733448600,0.45472,0.45472,0.45472,0.45472,960.41297758
1733450400,0.45472,0.45472,0.45370,0.45370,1271.92201794
1733452200,0.45370,0.45370,0.45370,0.45370,0.00000000
1733454000,0.45247,0.45247,0.45247,0.45247,292.23807103
1733455800,0.45247,0.45247,0.45247,0.45247,0.00000000
1733457600,0.45947,0.45947,0.45947,0.45947,1000.00000000
1733459400,0.45959,0.46000,0.45959,0.46000,121.17376909
1733461200,0.46305,0.46305,0.46305,0.46305,357.27959859
1733463000,0.46449,0.46449,0.45893,0.45893,15769.81859214
1733464800,0.45783,0.45783,0.45783,0.45783,1897.24096981
1733466600,0.45975,0.45975,0.45975,0.45975,433.71786840
1733468400,0.45975,0.45975,0.45975,0.45975,0.00000000
1733470200,0.45975,0.45975,0.45975,0.45975,0.00000000
1733472000,0.46060,0.46326,0.46060,0.46326,229.44232001
1733473800,0.46326,0.46326,0.46326,0.46326,0.00000000
1733475600,0.45000,0.45000,0.45000,0.45000,26.66666666
1733477400,0.44608,0.44608,0.44608,0.44608,4114.05180483
1733479200,0.44830,0.44830,0.41715,0.43948,206013.82448304
1733481000,0.44726,0.44726,0.44726,0.44726,437.67507002
1733482800,0.44726,0.44726,0.44726,0.44726,0.00000000
1733484600,0.44726,0.44726,0.44726,0.44726,0.00000000
1733486400,0.44296,0.44589,0.44078,0.44589,12103.48989330
1733488200,0.43304,0.43304,0.43234,0.43235,3166.21138700
1733490000,0.43235,0.43235,0.43235,0.43235,0.00000000
1733491800,0.44100,0.44100,0.44100,0.44100,4600.00000000
1733493600,0.44100,0.44100,0.44100,0.44100,0.00000000
1733495400,0.44100,0.44100,0.44100,0.44100,0.00000000
1733497200,0.44353,0.44534,0.44100,0.44534,10311.59465981
1733499000,0.44534,0.44534,0.44534,0.44534,0.00000000
1733500800,0.43351,0.44451,0.43351,0.44451,751.89824027
1733502600,0.44900,0.45399,0.43470,0.44992,224667.12228644
1733504400,0.44964,0.45400,0.44964,0.45400,181.68750000
1733506200,0.45400,0.45400,0.45400,0.45400,0.00000000
1733508000,0.46060,0.46060,0.46060,0.46060,26.66666666
1733509800,0.45992,0.45992,0.45992,0.45992,0.00001573
1733511600,0.46560,0.47000,0.46516,0.47000,2338.40997092
1733513400,0.46445,0.48403,0.46445,0.48373,5335.43352779
1733515200,0.47928,0.47929,0.47603,0.47603,7690.03020614
1733517000,0.47400,0.47917,0.47400,0.47917,132.95495409
1733518800,0.47704,0.47704,0.47467,0.47467,525.41956781
1733520600,0.48328,0.48608,0.48214,0.48607,10014.72973194
1733522400,0.48613,0.49239,0.48246,0.49239,3825.35094697
1733524200,0.49774,0.51111,0.49774,0.51111,3540.41691363
1733526000,0.51496,0.51496,0.50477,0.50477,141.45631130
1733527800,0.50128,0.53838,0.50128,0.50285,48041.24877051
1733529600,0.51033,0.53199,0.50781,0.50781,3593.72266322
1733531400,0.49417,0.49417,0.49417,0.49417,848.27864309
1733533200,0.49417,0.49417,0.49417,0.49417,0.00000000
1733535000,0.49417,0.49417,0.49417,0.49417,0.00000000
1733536800,0.49417,0.49417,0.49417,0.49417,0.00000000
1733538600,0.49417,0.49417,0.49417,0.49417,0.00000000
1733540400,0.49417,0.49417,0.49417,0.49417,0.00000000
1733542200,0.49417,0.49417,0.49417,0.49417,0.00000000
1733544000,0.49417,0.49417,0.49417,0.49417,0.00000000
1733545800,0.49996,0.49996,0.47906,0.48729,752.55748778
1733547600,0.48364,0.48364,0.48364,0.48364,28.82850048
1733549400,0.48153,0.48153,0.47746,0.47746,5465.15058117
1733551200,0.47746,0.47746,0.47746,0.47746,0.00000000
1733553000,0.47746,0.47746,0.47746,0.47746,0.00000000
1733554800,0.47746,0.47746,0.47746,0.47746,0.00000000
1733556600,0.47721,0.47721,0.47720,0.47720,1496.17311557
1733558400,0.47741,0.47741,0.47741,0.47741,49.61176741
1733560200,0.47929,0.47929,0.47929,0.47929,539.14622749
1733562000,0.47929,0.47929,0.47929,0.47929,0.00000000
1733563800,0.47998,0.48201,0.47886,0.47949,7775.64672222
1733565600,0.47000,0.47000,0.47000,0.47000,110.63829787
1733567400,0.47064,0.47064,0.47064,0.47064,15.07366195
1733569200,0.47001,0.47001,0.46578,0.46578,5330.21058098
1733571000,0.47509,0.47509,0.47509,0.47509,140.38651690
1733572800,0.48000,0.48001,0.47769,0.47769,20928.42555616
1733574600,0.47769,0.47769,0.47769,0.47769,0.00000000
1733576400,0.47769,0.47769,0.47769,0.47769,0.00000000
1733578200,0.47769,0.47769,0.47769,0.47769,0.00000000
1733580000,0.47769,0.47769,0.47769,0.47769,0.00000000
1733581800,0.47769,0.47769,0.47769,0.47769,0.00000000
1733583600,0.49823,0.49823,0.49794,0.49794,373.87601722
1733585400,0.49996,0.49996,0.49982,0.49982,197.39549768
1733587200,0.50003,0.50003,0.49982,0.49982,24777.09542472
1733589000,0.50667,0.50667,0.50649,0.50649,8000.00000000
1733590800,0.51098,0.51100,0.50076,0.50076,1110.20261508
1733592600,0.49982,0.49982,0.49982,0.49982,9465.51043299
1733594400,0.49957,0.49957,0.49957,0.49957,12.29883650
1733596200,0.51529,0.51900,0.51529,0.51900,1242.47010799
1733598000,0.52355,0.52355,0.51142,0.52026,4700.56156338
1733599800,0.51328,0.51328,0.51328,0.51328,179.36371960
1733601600,0.51328,0.51328,0.51328,0.51328,0.00000000
1733603400,0.51328,0.51328,0.51328,0.51328,0.00000000
1733605200,0.51328,0.51328,0.51328,0.51328,0.00000000
1733607000,0.50017,0.51770,0.50016,0.51770,1030.69795237
1733608800,0.50149,0.50149,0.50149,0.50149,3000.00000000
1733610600,0.50299,0.50558,0.50299,0.50558,1250.00000000
1733612400,0.51621,0.51621,0.50804,0.50804,5011.15087539
1733614200,0.50804,0.50804,0.50804,0.50804,0.00000000
1733616000,0.51576,0.52045,0.51576,0.52045,5682.27348125
1733617800,0.52045,0.52045,0.52045,0.52045,0.00000000
1733619600,0.51644,0.51644,0.51644,0.51644,150.00000000
1733621400,0.51644,0.51644,0.51644,0.51644,0.00000000
1733623200,0.51644,0.51644,0.51644,0.51644,0.00000000
1733625000,0.51644,0.51644,0.51644,0.51644,0.00000000
1733626800,0.51644,0.51644,0.51644,0.51644,0.00000000
1733628600,0.51644,0.51644,0.51644,0.51644,0.00000000
1733630400,0.51644,0.51644,0.51644,0.51644,0.00000000
1733632200,0.51644,0.51644,0.51644,0.51644,0.00000000
1733634000,0.51644,0.51644,0.51644,0.51644,0.00000000
1733635800,0.51644,0.51644,0.51644,0.51644,0.00000000
1733637600,0.51644,0.51644,0.51644,0.51644,0.00000000
1733639400,0.49186,0.49186,0.49186,0.49186,127.00000000
1733641200,0.49556,0.49556,0.49339,0.49339,1673.80000000
1733643000,0.49339,0.49339,0.49339,0.49339,0.00000000
1733644800,0.49339,0.49339,0.49339,0.49339,0.00000000
1733646600,0.49339,0.49339,0.49339,0.49339,0.00000000
1733648400,0.49165,0.49167,0.49000,0.49000,994.16785654
1733650200,0.49000,0.49000,0.49000,0.49000,2728.57586439
1733652000,0.48982,0.48982,0.48982,0.48982,891.17458667
1733653800,0.49649,0.49649,0.49334,0.49336,2802.21716225
1733655600,0.49602,0.49602,0.49474,0.49474,220.52631377
1733657400,0.49474,0.49474,0.49474,0.49474,0.00000000
1733659200,0.50433,0.50433,0.50433,0.50433,343.36592957
1733661000,0.50069,0.50069,0.50069,0.50069,2462.00000000
1733662800,0.51115,0.51121,0.51115,0.51121,364.12155493
1733664600,0.50566,0.50567,0.50566,0.50567,2803.99133663
1733666400,0.49700,0.49700,0.49700,0.49700,372.64128773
1733668200,0.49700,0.49700,0.49700,0.49700,0.00000000
1733670000,0.49414,0.49414,0.48982,0.48982,400.18622255
1733671800,0.49571,0.49571,0.49571,0.49571,82.35410680
1733673600,0.49571,0.49572,0.49571,0.49571,21266.53859970
1733675400,0.49345,0.49359,0.49282,0.49282,10038.97311533
1733677200,0.49500,0.49500,0.49499,0.49500,21266.53859970
1733679000,0.50841,0.50841,0.49336,0.49367,5906.43352877
1733680800,0.49452,0.49452,0.49027,0.49027,886.55585171
1733682600,0.48982,0.48982,0.48982,0.48982,199.03532040
1733684400,0.48982,0.48982,0.48982,0.48982,0.00000000
1733686200,0.49232,0.49233,0.49232,0.49233,4589.00000000
1733688000,0.49097,0.49190,0.49097,0.49190,15521.00000000
1733689800,0.49190,0.49190,0.49190,0.49190,0.00000000
1733691600,0.49196,0.49196,0.49196,0.49196,15716.00000000
1733693400,0.49562,0.49563,0.49562,0.49563,3364.59495184
1733695200,0.49794,0.49794,0.49450,0.49451,6348.23009782
1733697000,0.49451,0.49867,0.49450,0.49498,28046.06180501
1733698800,0.49526,0.49526,0.49526,0.49526,134.04442111
1733700600,0.49526,0.49526,0.49526,0.49526,0.00000000
1733702400,0.49213,0.49213,0.49213,0.49213,464.45335291
1733704200,0.49213,0.49213,0.49213,0.49213,0.00000000
1733706000,0.49213,0.49213,0.49213,0.49213,0.00000000
1733707800,0.48301,0.48301,0.48200,0.48230,10302.60939161
1733709600,0.48252,0.48252,0.48252,0.48252,474.55917901
1733711400,0.48252,0.48252,0.48252,0.48252,0.00000000
1733713200,0.48252,0.48252,0.48252,0.48252,0.00000000
1733715000,0.48252,0.48252,0.48252,0.48252,0.00000000
1733716800,0.48252,0.48252,0.48252,0.48252,0.00000000
1733718600,0.48252,0.48252,0.48252,0.48252,0.00000000
1733720400,0.48252,0.48252,0.48252,0.48252,0.00000000
1733722200,0.48252,0.48252,0.48252,0.48252,0.00000000
1733724000,0.48252,0.48252,0.48252,0.48252,0.00000000
1733725800,0.48252,0.48252,0.48252,0.48252,0.00000000
1733727600,0.48252,0.48252,0.48252,0.48252,0.00000000
1733729400,0.47734,0.47734,0.47342,0.47642,7652.38810810
1733731200,0.47508,0.47508,0.47508,0.47508,719.63546591
1733733000,0.47000,0.47000,0.46914,0.46930,967.69262496
1733734800,0.46930,0.46930,0.46930,0.46930,0.00000000
1733736600,0.46930,0.46930,0.46930,0.46930,0.00000000
1733738400,0.47831,0.47876,0.46861,0.47003,25280.10548500
1733740200,0.47003,0.47003,0.47003,0.47003,0.00000000
1733742000,0.47003,0.47003,0.47003,0.47003,0.00000000
1733743800,0.46529,0.46803,0.46327,0.46351,11759.01912922
1733745600,0.46001,0.46001,0.46000,0.46000,163.04229681
1733747400,0.46764,0.46764,0.46685,0.46685,4897.38561545
1733749200,0.47628,0.47628,0.47628,0.47628,36.23836350
1733751000,0.47869,0.47975,0.47641,0.47641,21516.72685955
1733752800,0.47641,0.47641,0.47641,0.47641,0.00000000
1733754600,0.46959,0.46959,0.46959,0.46959,5245.58646964
1733756400,0.46687,0.46687,0.46685,0.46685,333.78447961
1733758200,0.46000,0.46000,0.45800,0.45800,427.42652553
1733760000,0.45728,0.46134,0.45728,0.46018,10214.52130687
1733761800,0.46018,0.46018,0.46018,0.46018,0.00000000
1733763600,0.46018,0.46018,0.46018,0.46018,0.00000000
1733765400,0.46018,0.46018,0.46018,0.46018,0.00000000
1733767200,0.46142,0.46142,0.46142,0.46142,250.00000000
1733769000,0.46328,0.46328,0.46328,0.46328,815.00000000
1733770800,0.45888,0.45888,0.45888,0.45888,881.20936787
1733772600,0.45800,0.45800,0.45800,0.45800,2357.00000000
1733774400,0.45001,0.45001,0.44565,0.44565,2070.08521581
1733776200,0.44001,0.44001,0.42971,0.42971,1860.57476180
1733778000,0.42222,0.43199,0.35055,0.41841,134870.82654917
1733779800,0.42031,0.43200,0.40838,0.40838,9831.56147952
1733781600,0.40666,0.40666,0.37369,0.38075,11186.66248561
1733783400,0.40688,0.40900,0.40536,0.40900,5089.89492809
1733785200,0.42019,0.42019,0.42019,0.42019,31.48733439
1733787000,0.42606,0.44436,0.42606,0.44436,1500.00000000
1733788800,0.41310,0.42000,0.41310,0.42000,2909.80618796
1733790600,0.42595,0.42595,0.42257,0.42257,1080.50705867
1733792400,0.42322,0.42322,0.42322,0.42322,118.14186475
1733794200,0.42322,0.42322,0.42322,0.42322,0.00000000
1733796000,0.42322,0.42322,0.42322,0.42322,0.00000000
1733797800,0.42322,0.42322,0.42322,0.42322,0.00000000
1733799600,0.42322,0.42322,0.42322,0.42322,0.00000000
1733801400,0.42322,0.42322,0.42322,0.42322,0.00000000
1733803200,0.40974,0.40974,0.39654,0.39654,812.82152296
1733805000,0.40604,0.40604,0.40604,0.40604,1064.23218826
1733806800,0.41823,0.41823,0.41823,0.41823,782.51978320
1733808600,0.42000,0.42000,0.42000,0.42000,3000.00000000
1733810400,0.42314,0.42314,0.42314,0.42314,66.91024437
1733812200,0.42314,0.42314,0.42314,0.42314,0.00000000
1733814000,0.42314,0.42314,0.42314,0.42314,0.00000000
1733815800,0.42456,0.42456,0.42456,0.42456,250.38437500
1733817600,0.42412,0.42412,0.42412,0.42412,64.31503203
1733819400,0.42456,0.42501,0.42456,0.42500,1067.97112947
1733821200,0.42500,0.42500,0.42359,0.42359,8888.26767018
1733823000,0.42079,0.42079,0.41352,0.41564,48142.46536559
1733824800,0.41564,0.41564,0.41564,0.41564,0.00000000
1733826600,0.42961,0.42961,0.42961,0.42961,120.81008654
1733828400,0.42624,0.42624,0.42370,0.42417,11900.61440503
1733830200,0.42201,0.42201,0.42024,0.42024,1659.87921148
1733832000,0.42024,0.42024,0.42024,0.42024,0.00000000
1733833800,0.41163,0.41163,0.40000,0.40000,10816.47794335
1733835600,0.40518,0.41223,0.40517,0.41019,42245.37031927
1733837400,0.41106,0.41106,0.41106,0.41106,3003.67471604
1733839200,0.41341,0.41358,0.41341,0.41358,26321.69162657
1733841000,0.42537,0.42537,0.42537,0.42537,1372.08717327
1733842800,0.41604,0.41604,0.40400,0.40500,15933.78308490
1733844600,0.38971,0.40000,0.38248,0.38248,18859.59719697
1733846400,0.38250,0.40246,0.38248,0.38750,15555.72422088
1733848200,0.38093,0.39000,0.37087,0.39000,15039.91467827
1733850000,0.38298,0.38298,0.38298,0.38298,3666.20325348
1733851800,0.38298,0.38298,0.38298,0.38298,0.00000000
1733853600,0.38298,0.38298,0.38298,0.38298,0.00000000
1733855400,0.37180,0.38298,0.37174,0.37972,14604.78881537
1733857200,0.39028,0.39906,0.39028,0.39906,1354.95339593
1733859000,0.39906,0.39999,0.39906,0.39999,175.29569197
1733860800,0.39999,0.39999,0.39999,0.39999,0.00000000
1733862600,0.40691,0.40801,0.40410,0.40791,24102.41033258
1733864400,0.40999,0.42121,0.40999,0.42121,144.33870080
1733866200,0.42000,0.42000,0.42000,0.42000,197.43152380
1733868000,0.42000,0.42000,0.42000,0.42000,0.00000000
1733869800,0.42000,0.42000,0.42000,0.42000,0.00000000
1733871600,0.42000,0.42000,0.42000,0.42000,0.00000000
1733873400,0.42000,0.42000,0.42000,0.42000,0.00000000
1733875200,0.42000,0.42000,0.42000,0.42000,0.00000000
1733877000,0.42000,0.42000,0.42000,0.42000,0.00000000
1733878800,0.41214,0.41214,0.41214,0.41214,24.36094619
1733880600,0.41000,0.41000,0.41000,0.41000,2484.13284132
1733882400,0.40592,0.40592,0.40592,0.40592,163.63889123
1733884200,0.40592,0.40592,0.40592,0.40592,0.00000000
1733886000,0.41563,0.41563,0.41563,0.41563,163.63889123
1733887800,0.41563,0.41563,0.41563,0.41563,0.00000000
1733889600,0.41563,0.41563,0.41563,0.41563,0.00000000
1733891400,0.41563,0.41563,0.41563,0.41563,0.00000000
1733893200,0.41563,0.41563,0.41563,0.41563,0.00000000
1733895000,0.41563,0.41563,0.41563,0.41563,0.00000000
1733896800,0.41563,0.41563,0.41563,0.41563,0.00000000
1733898600,0.41164,0.41164,0.41164,0.41164,166.18009547
1733900400,0.41164,0.41164,0.41164,0.41164,0.00000000
1733902200,0.41227,0.41227,0.40197,0.40197,20709.22029137
1733904000,0.41320,0.41687,0.41087,0.41687,38683.25277722
1733905800,0.41687,0.41687,0.41687,0.41687,0.00000000
1733907600,0.41327,0.41850,0.41327,0.41850,234.95011887
1733909400,0.41067,0.41067,0.40964,0.40964,550.77368536
1733911200,0.40964,0.40964,0.40964,0.40964,0.00000000
1733913000,0.40964,0.40964,0.40964,0.40964,0.00000000
1733914800,0.42088,0.42997,0.41916,0.42997,14770.02382651
1733916600,0.42999,0.42999,0.42999,0.42999,58.14088700
1733918400,0.42420,0.42420,0.42420,0.42420,40.32203033
1733920200,0.43955,0.43997,0.43262,0.43480,56351.23380588
1733922000,0.43998,0.44554,0.43847,0.44554,7632.29559008
1733923800,0.44565,0.44999,0.44565,0.44665,1683.58177905
1733925600,0.44665,0.44665,0.44665,0.44665,0.00000000
1733927400,0.44670,0.45322,0.44670,0.45310,60362.59919046
1733929200,0.45580,0.46200,0.45580,0.46200,16268.15790423
1733931000,0.45776,0.46073,0.45514,0.46073,6238.46712129
1733932800,0.46094,0.46113,0.46094,0.46113,5276.18850701
1733934600,0.45743,0.45743,0.45743,0.45743,1000.00000000
1733936400,0.45743,0.45743,0.45743,0.45743,0.00000000
1733938200,0.45743,0.45743,0.45743,0.45743,0.00000000
1733940000,0.44651,0.44651,0.44651,0.44651,163.55263810
1733941800,0.44501,0.44714,0.44501,0.44714,132.20861329
1733943600,0.44613,0.44613,0.44613,0.44613,163.55263810
1733945400,0.44613,0.44613,0.44613,0.44613,0.00000000
1733947200,0.44613,0.44613,0.44613,0.44613,0.00000000
1733949000,0.45133,0.45133,0.45133,0.45133,3120.59811463
1733950800,0.44633,0.44633,0.44633,0.44633,914.26443487
1733952600,0.44633,0.44633,0.44633,0.44633,0.00000000
1733954400,0.44633,0.44633,0.44633,0.44633,0.00000000
1733956200,0.44633,0.44633,0.44633,0.44633,0.00000000
1733958000,0.45907,0.45907,0.45907,0.45907,80.00000000
1733959800,0.45907,0.45907,0.45907,0.45907,0.00000000
1733961600,0.44792,0.44792,0.44792,0.44792,162.70424640
1733963400,0.44709,0.44709,0.44429,0.44429,884.37063346
1733965200,0.44429,0.44429,0.44429,0.44429,0.00000000
1733967000,0.44524,0.44524,0.44524,0.44524,578.63364420
1733968800,0.44524,0.44524,0.44524,0.44524,0.00000000
1733970600,0.45900,0.45900,0.45900,0.45900,162.70424640
1733972400,0.45900,0.45900,0.45900,0.45900,0.00000000
1733974200,0.45900,0.45900,0.45900,0.45900,0.00000000
1733976000,0.46930,0.46999,0.46930,0.46999,334.70309711
1733977800,0.46792,0.46792,0.46767,0.46767,1306.46034442
1733979600,0.46767,0.46767,0.46767,0.46767,1000.00000000
1733981400,0.47320,0.47320,0.47320,0.47320,361.40000000
1733983200,0.47320,0.47320,0.47320,0.47320,0.00000000
1733985000,0.45788,0.45788,0.45788,0.45788,485.19897122
1733986800,0.45788,0.45788,0.45788,0.45788,0.00000000
1733988600,0.46540,0.46540,0.46287,0.46287,655.55376020
1733990400,0.46596,0.46760,0.46596,0.46611,1925.81587643
1733992200,0.46568,0.46568,0.46482,0.46482,3351.11587643
1733994000,0.46707,0.46707,0.46707,0.46707,44.78200269
1733995800,0.46707,0.46707,0.46707,0.46707,0.00000000
